FREQ,TIME_PERIOD,GEO_PICT,INDICATOR,SEX,URBANIZATION,DISABILITY,OCCUPATION,ECONOMIC_SECTOR,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,DATA_SOURCE,OBS_COMMENT,CONF_STATUS
A,2019,MH,POPCNT,M,_T,_T,4,D,90,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,4,G,15,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,4,G,92,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,4,G,25,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,4,H,152,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,4,H,22,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,4,I,25,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,4,I,12,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,4,J,17,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,4,K,16,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,4,K,58,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,4,K,104,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,4,M,35,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,4,M,101,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,4,N,53,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,4,N,58,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,4,O,35,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,4,O,88,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,4,O,212,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,4,P,20,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,4,P,6,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,4,Q,86,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,4,S,15,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,4,S,15,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,4,U,13,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,A,128,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,A,30,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,B,0,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,C,72,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,C,156,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,D,13,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,5,D,13,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,5,F,1,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,F,26,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,G,2237,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,5,G,434,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,G,5190,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,H,96,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,5,H,47,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,H,93,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,I,203,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,5,I,131,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,I,1672,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,J,20,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,J,58,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,K,3,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,5,K,13,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,K,50,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,L,6,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,M,20,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,5,N,26,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,N,203,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,O,35,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,5,O,9,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,O,174,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,P,48,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,5,P,31,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,P,82,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,Q,243,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,5,Q,1,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,Q,21,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,R,10,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,R,16,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,S,3,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,5,S,92,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,S,21,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,5,T,158,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,5,T,53,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,T,166,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,5,X,15,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,A,106,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,A,61,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,B,16,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,B,13,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,C,106,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,C,33,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,C,32,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,D,18,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,D,91,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,E,67,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,F,1,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,F,147,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,G,924,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,G,215,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,G,1304,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,H,77,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,H,34,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,H,344,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,I,155,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,I,155,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,I,1759,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,J,2,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,J,1,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,J,5,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,K,30,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,K,49,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,N,482,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,N,164,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,N,675,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,O,257,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,O,633,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,O,701,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,P,92,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,P,70,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,P,129,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,Q,27,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,Q,18,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,Q,24,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,R,82,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,R,111,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,S,22,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,S,21,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,S,19,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,T,41,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,T,10,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,5,U,51,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,5,U,127,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,5,X,66,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,6,A,73,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,6,A,9075,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,6,C,7,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,6,G,21,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,6,I,42,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,6,K,20,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,6,O,17,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,6,O,20,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,6,P,17,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,6,T,19,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,6,T,13,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,6,A,847,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,6,A,412,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,6,A,16258,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,6,C,2,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,6,C,13,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,6,G,11,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,6,G,20,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,6,H,147,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,6,H,13,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,6,H,0,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,6,I,17,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,6,I,23,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,6,J,17,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,6,K,11,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,6,N,11,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,6,N,174,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,6,O,33,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,6,O,13,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,6,O,90,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,6,P,17,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,6,S,7,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,6,T,4,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,6,T,77,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,6,U,1,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,6,X,192,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,A,14,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,7,A,17,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,C,283,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,7,C,98,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,7,C,1573,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,D,22,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,7,E,17,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,F,2,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,G,177,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,7,G,142,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,I,31,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,7,I,50,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,7,I,31,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,J,16,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,K,15,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,7,K,20,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,N,31,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,7,N,66,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,7,N,8,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,O,64,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,7,O,33,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,7,P,14,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,Q,28,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,S,9,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,T,54,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,7,T,662,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,7,U,37,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,A,52,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,A,29,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,B,21,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,B,13,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,B,16,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,C,164,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,C,122,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,C,1335,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,D,117,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,D,293,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,D,55,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,E,5,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,F,96,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,F,315,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,F,959,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,G,281,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,G,187,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,G,515,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,H,102,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,H,27,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,H,15,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,I,24,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,I,129,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,I,30,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,J,19,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,J,49,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,J,27,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,L,13,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,M,7,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,N,12,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,N,139,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,N,75,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,O,77,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,O,54,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,O,63,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,P,23,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,P,61,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,P,18,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,S,16,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,7,S,73,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,S,49,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,7,T,37,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,7,X,23,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,8,A,13,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,8,A,100,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,8,C,25,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,8,D,53,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,8,G,3,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,8,G,1,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,8,G,6,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,8,M,44,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,8,N,72,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,8,O,13,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,8,O,67,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,8,S,1,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,8,S,11,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,8,T,84,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,A,94,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,8,A,22,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,8,A,220,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,8,B,46,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,C,55,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,8,C,31,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,8,C,47,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,D,21,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,8,D,13,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,8,D,80,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,8,E,34,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,F,6,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,8,F,13,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,8,F,20,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,G,115,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,8,G,98,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,H,812,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,8,H,388,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,8,H,1737,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,I,14,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,J,21,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,8,J,24,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,K,15,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,8,K,20,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,8,M,18,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,N,1,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,8,N,95,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,O,177,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,8,O,31,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,8,O,62,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,P,50,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,8,P,47,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,8,P,8,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,Q,42,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,8,Q,17,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,S,44,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,8,T,22,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,8,T,13,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,9,A,248,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,9,A,26,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,A,123,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,9,C,128,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,9,C,14,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,C,15,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,9,E,20,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,F,49,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,9,G,143,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,9,G,56,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,G,117,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,9,H,13,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,9,H,29,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,H,123,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,9,I,78,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,9,I,66,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,I,128,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,K,34,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,M,15,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,9,N,19,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,9,N,132,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,N,717,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,9,O,26,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,9,O,13,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,O,57,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,9,P,40,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,9,P,28,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,P,18,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,9,Q,12,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,9,Q,95,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,R,29,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,9,S,12,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,9,T,33,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,9,T,28,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,T,1330,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,9,X,15,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,A,1817,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,A,236,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,A,74,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,C,144,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,C,30,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,C,49,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,D,6,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,D,13,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,E,14,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,F,420,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,F,218,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,F,564,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,G,498,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,G,64,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,G,143,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,H,217,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,H,32,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,H,311,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,I,53,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,I,1,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,I,105,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,J,40,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,J,33,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,K,13,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,K,48,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,L,114,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,L,20,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,M,34,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,M,18,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,N,138,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,N,250,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,O,149,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,O,154,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,O,293,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,P,40,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,P,59,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,P,42,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,Q,12,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,R,7,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,R,13,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,S,28,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,S,10,N,,,,,
A,2019,KI,POPCNT,M,_T,_T,9,T,73,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,T,666,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,T,282,N,,,,,
A,2019,MH,POPCNT,M,_T,_T,9,U,17,N,,,,,
A,2019,VU,POPCNT,M,_T,_T,9,X,45,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,0,O,15,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,0,O,173,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,A,3,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,G,22,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,H,18,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,I,59,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,J,40,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,K,28,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,N,18,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,O,99,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,P,7,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,Q,7,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,R,14,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,S,25,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,1,U,25,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,A,20,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,B,9,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,C,7,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,D,18,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,E,1,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,F,93,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,G,59,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,H,18,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,I,8,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,J,24,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,K,7,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,N,5,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,O,349,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,P,15,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,S,20,N,,,,,
A,2021,TO,POPCNT,M,_T,_T,1,U,7,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,2,C,7,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,2,G,77,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,2,H,7,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,2,J,50,N,,,,,
A,2021,TO,POPCNT,F,_T,_T,2,K,62,N,,,,,
