FREQ,TIME_PERIOD,GEO_PICT,INDICATOR,URBANISATION,SEX,AGE,DISABILITY,EDUCATION,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,DATASOURCE,OBS_STATUS,OBS_COMMENT,CONF_STATUS
A,2017,TV,POPCNT,_T,F,Y25T54,2,2,6,N,,,,,
A,2019,KI,POPCNT,_T,F,Y25T54,1,2,7537,N,,,,,
A,2019,MH,POPCNT,_T,F,Y25T54,1,2,3280,N,,,,,
A,2019,VU,POPCNT,_T,F,Y25T54,1,2,10697,N,,,,,
A,2019,KI,POPCNT,_T,F,Y25T54,2,2,409,N,,,,,
A,2019,MH,POPCNT,_T,F,Y25T54,2,2,96,N,,,,,
A,2019,VU,POPCNT,_T,F,Y25T54,2,2,67,N,,,,,
A,2020,KI,POPCNT,_T,F,Y25T54,1,2,6783,N,,,,,
A,2020,PW,POPCNT,_T,F,Y25T54,1,2,38,N,,,,,
A,2020,VU,POPCNT,_T,F,Y25T54,1,2,13848,N,,,,,
A,2020,KI,POPCNT,_T,F,Y25T54,2,2,383,N,,,,,
A,2020,PW,POPCNT,_T,F,Y25T54,2,2,1,N,,,,,
A,2020,VU,POPCNT,_T,F,Y25T54,2,2,207,N,,,,,
A,2021,MH,POPCNT,_T,F,Y25T54,1,2,1639,N,,,,,
A,2021,TO,POPCNT,_T,F,Y25T54,1,2,4398,N,,,,,
A,2021,MH,POPCNT,_T,F,Y25T54,2,2,48,N,,,,,
A,2021,TO,POPCNT,_T,F,Y25T54,2,2,166,N,,,,,
A,2017,TV,POPCNT,_T,M,Y25T54,1,2,644,N,,,,,
A,2017,TV,POPCNT,_T,M,Y25T54,2,2,14,N,,,,,
A,2019,KI,POPCNT,_T,M,Y25T54,1,2,7962,N,,,,,
A,2019,MH,POPCNT,_T,M,Y25T54,1,2,3454,N,,,,,
A,2019,VU,POPCNT,_T,M,Y25T54,1,2,12309,N,,,,,
A,2019,KI,POPCNT,_T,M,Y25T54,2,2,221,N,,,,,
A,2019,MH,POPCNT,_T,M,Y25T54,2,2,135,N,,,,,
A,2019,VU,POPCNT,_T,M,Y25T54,2,2,24,N,,,,,
A,2020,KI,POPCNT,_T,M,Y25T54,1,2,7166,N,,,,,
A,2020,PW,POPCNT,_T,M,Y25T54,1,2,144,N,,,,,
A,2020,VU,POPCNT,_T,M,Y25T54,1,2,12303,N,,,,,
A,2020,KI,POPCNT,_T,M,Y25T54,2,2,428,N,,,,,
A,2020,PW,POPCNT,_T,M,Y25T54,2,2,11,N,,,,,
A,2020,VU,POPCNT,_T,M,Y25T54,2,2,186,N,,,,,
A,2021,MH,POPCNT,_T,M,Y25T54,1,2,1468,N,,,,,
A,2021,TO,POPCNT,_T,M,Y25T54,1,2,4629,N,,,,,
A,2021,MH,POPCNT,_T,M,Y25T54,2,2,55,N,,,,,
A,2021,TO,POPCNT,_T,M,Y25T54,2,2,149,N,,,,,
A,2017,TV,POPCNT,_T,F,Y25T54,1,3,271,N,,,,,
A,2019,KI,POPCNT,_T,F,Y25T54,1,3,10549,N,,,,,
A,2019,MH,POPCNT,_T,F,Y25T54,1,3,5846,N,,,,,
A,2019,VU,POPCNT,_T,F,Y25T54,1,3,7290,N,,,,,
A,2019,KI,POPCNT,_T,F,Y25T54,2,3,296,N,,,,,
A,2019,MH,POPCNT,_T,F,Y25T54,2,3,115,N,,,,,
A,2019,VU,POPCNT,_T,F,Y25T54,2,3,6,N,,,,,
A,2020,KI,POPCNT,_T,F,Y25T54,1,3,10873,N,,,,,
A,2020,PW,POPCNT,_T,F,Y25T54,1,3,1862,N,,,,,
A,2020,VU,POPCNT,_T,F,Y25T54,1,3,7574,N,,,,,
A,2020,KI,POPCNT,_T,F,Y25T54,2,3,245,N,,,,,
A,2020,PW,POPCNT,_T,F,Y25T54,2,3,22,N,,,,,
A,2020,VU,POPCNT,_T,F,Y25T54,2,3,98,N,,,,,
A,2021,MH,POPCNT,_T,F,Y25T54,1,3,2532,N,,,,,
A,2021,TO,POPCNT,_T,F,Y25T54,1,3,12769,N,,,,,
A,2021,MH,POPCNT,_T,F,Y25T54,2,3,48,N,,,,,
A,2021,TO,POPCNT,_T,F,Y25T54,2,3,217,N,,,,,
A,2017,TV,POPCNT,_T,M,Y25T54,1,3,246,N,,,,,
A,2017,TV,POPCNT,_T,M,Y25T54,2,3,2,N,,,,,
A,2019,KI,POPCNT,_T,M,Y25T54,1,3,9382,N,,,,,
A,2019,MH,POPCNT,_T,M,Y25T54,1,3,5072,N,,,,,
A,2019,VU,POPCNT,_T,M,Y25T54,1,3,7908,N,,,,,
A,2019,KI,POPCNT,_T,M,Y25T54,2,3,224,N,,,,,
A,2019,MH,POPCNT,_T,M,Y25T54,2,3,140,N,,,,,
A,2019,VU,POPCNT,_T,M,Y25T54,2,3,67,N,,,,,
A,2020,KI,POPCNT,_T,M,Y25T54,1,3,8372,N,,,,,
A,2020,PW,POPCNT,_T,M,Y25T54,1,3,2792,N,,,,,
A,2020,VU,POPCNT,_T,M,Y25T54,1,3,7558,N,,,,,
A,2020,KI,POPCNT,_T,M,Y25T54,2,3,218,N,,,,,
A,2020,PW,POPCNT,_T,M,Y25T54,2,3,45,N,,,,,
A,2020,VU,POPCNT,_T,M,Y25T54,2,3,93,N,,,,,
A,2021,MH,POPCNT,_T,M,Y25T54,1,3,2557,N,,,,,
A,2021,TO,POPCNT,_T,M,Y25T54,1,3,9378,N,,,,,
A,2021,MH,POPCNT,_T,M,Y25T54,2,3,57,N,,,,,
A,2021,TO,POPCNT,_T,M,Y25T54,2,3,222,N,,,,,
A,2017,TV,POPCNT,_T,F,Y25T54,1,4,31,N,,,,,
A,2017,TV,POPCNT,_T,F,Y25T54,2,4,2,N,,,,,
A,2019,VU,POPCNT,_T,F,Y25T54,1,4,1272,N,,,,,
A,2020,KI,POPCNT,_T,F,Y25T54,1,4,421,N,,,,,
A,2020,PW,POPCNT,_T,F,Y25T54,1,4,97,N,,,,,
A,2020,KI,POPCNT,_T,F,Y25T54,2,4,11,N,,,,,
A,2020,PW,POPCNT,_T,F,Y25T54,2,4,2,N,,,,,
A,2021,TO,POPCNT,_T,F,Y25T54,1,4,1155,N,,,,,
A,2017,TV,POPCNT,_T,M,Y25T54,1,4,118,N,,,,,
A,2017,TV,POPCNT,_T,M,Y25T54,2,4,1,N,,,,,
A,2019,VU,POPCNT,_T,M,Y25T54,1,4,1395,N,,,,,
A,2019,VU,POPCNT,_T,M,Y25T54,2,4,44,N,,,,,
A,2020,KI,POPCNT,_T,M,Y25T54,1,4,376,N,,,,,
A,2020,PW,POPCNT,_T,M,Y25T54,1,4,273,N,,,,,
A,2020,KI,POPCNT,_T,M,Y25T54,2,4,14,N,,,,,
A,2020,PW,POPCNT,_T,M,Y25T54,2,4,3,N,,,,,
A,2021,TO,POPCNT,_T,M,Y25T54,1,4,1300,N,,,,,
A,2021,TO,POPCNT,_T,M,Y25T54,2,4,34,N,,,,,
A,2017,TV,POPCNT,_T,F,Y25T54,1,6,221,N,,,,,
A,2017,TV,POPCNT,_T,F,Y25T54,2,6,3,N,,,,,
A,2019,KI,POPCNT,_T,F,Y25T54,1,6,1133,N,,,,,
A,2019,MH,POPCNT,_T,F,Y25T54,1,6,1638,N,,,,,
A,2019,VU,POPCNT,_T,F,Y25T54,1,6,1704,N,,,,,
A,2019,KI,POPCNT,_T,F,Y25T54,2,6,19,N,,,,,
A,2019,MH,POPCNT,_T,F,Y25T54,2,6,34,N,,,,,
A,2020,KI,POPCNT,_T,F,Y25T54,1,6,876,N,,,,,
A,2020,PW,POPCNT,_T,F,Y25T54,1,6,1469,N,,,,,
A,2020,VU,POPCNT,_T,F,Y25T54,1,6,2355,N,,,,,
A,2020,KI,POPCNT,_T,F,Y25T54,2,6,10,N,,,,,
A,2020,PW,POPCNT,_T,F,Y25T54,2,6,16,N,,,,,
A,2020,VU,POPCNT,_T,F,Y25T54,2,6,47,N,,,,,
A,2021,MH,POPCNT,_T,F,Y25T54,1,6,1177,N,,,,,
A,2021,TO,POPCNT,_T,F,Y25T54,1,6,8249,N,,,,,
A,2021,MH,POPCNT,_T,F,Y25T54,2,6,17,N,,,,,
A,2021,TO,POPCNT,_T,F,Y25T54,2,6,90,N,,,,,
A,2017,TV,POPCNT,_T,M,Y25T54,1,6,172,N,,,,,
A,2017,TV,POPCNT,_T,M,Y25T54,2,6,2,N,,,,,
A,2019,KI,POPCNT,_T,M,Y25T54,1,6,758,N,,,,,
A,2019,MH,POPCNT,_T,M,Y25T54,1,6,2356,N,,,,,
A,2019,VU,POPCNT,_T,M,Y25T54,1,6,2305,N,,,,,
A,2019,KI,POPCNT,_T,M,Y25T54,2,6,67,N,,,,,
A,2019,MH,POPCNT,_T,M,Y25T54,2,6,34,N,,,,,
A,2019,VU,POPCNT,_T,M,Y25T54,2,6,30,N,,,,,
A,2020,KI,POPCNT,_T,M,Y25T54,1,6,649,N,,,,,
A,2020,PW,POPCNT,_T,M,Y25T54,1,6,1172,N,,,,,
A,2020,VU,POPCNT,_T,M,Y25T54,1,6,3156,N,,,,,
A,2020,KI,POPCNT,_T,M,Y25T54,2,6,15,N,,,,,
A,2020,PW,POPCNT,_T,M,Y25T54,2,6,13,N,,,,,
A,2020,VU,POPCNT,_T,M,Y25T54,2,6,62,N,,,,,
A,2021,MH,POPCNT,_T,M,Y25T54,1,6,1138,N,,,,,
A,2021,TO,POPCNT,_T,M,Y25T54,1,6,5958,N,,,,,
A,2021,MH,POPCNT,_T,M,Y25T54,2,6,21,N,,,,,
A,2021,TO,POPCNT,_T,M,Y25T54,2,6,73,N,,,,,
A,2017,TV,POPCNT,_T,F,Y25T54,1,9,481,N,,,,,
A,2017,TV,POPCNT,_T,F,Y25T54,2,9,2,N,,,,,
A,2019,KI,POPCNT,_T,F,Y25T54,1,9,124,N,,,,,
A,2019,MH,POPCNT,_T,F,Y25T54,1,9,64,N,,,,,
A,2019,VU,POPCNT,_T,F,Y25T54,1,9,419,N,,,,,
A,2019,VU,POPCNT,_T,F,Y25T54,2,9,25,N,,,,,
A,2020,KI,POPCNT,_T,F,Y25T54,1,9,344,N,,,,,
A,2020,VU,POPCNT,_T,F,Y25T54,1,9,81,N,,,,,
A,2020,KI,POPCNT,_T,F,Y25T54,2,9,17,N,,,,,
A,2020,VU,POPCNT,_T,F,Y25T54,2,9,3,N,,,,,
A,2021,MH,POPCNT,_T,F,Y25T54,1,9,109,N,,,,,
A,2021,TO,POPCNT,_T,F,Y25T54,1,9,7215,N,,,,,
A,2021,MH,POPCNT,_T,F,Y25T54,2,9,3,N,,,,,
A,2021,TO,POPCNT,_T,F,Y25T54,2,9,104,N,,,,,
A,2017,TV,POPCNT,_T,M,Y25T54,1,9,441,N,,,,,
A,2017,TV,POPCNT,_T,M,Y25T54,2,9,7,N,,,,,
A,2019,KI,POPCNT,_T,M,Y25T54,1,9,255,N,,,,,
A,2019,MH,POPCNT,_T,M,Y25T54,1,9,174,N,,,,,
A,2019,VU,POPCNT,_T,M,Y25T54,1,9,345,N,,,,,
A,2019,KI,POPCNT,_T,M,Y25T54,2,9,50,N,,,,,
A,2019,MH,POPCNT,_T,M,Y25T54,2,9,13,N,,,,,
A,2020,KI,POPCNT,_T,M,Y25T54,1,9,331,N,,,,,
A,2020,VU,POPCNT,_T,M,Y25T54,1,9,127,N,,,,,
A,2020,KI,POPCNT,_T,M,Y25T54,2,9,17,N,,,,,
A,2020,VU,POPCNT,_T,M,Y25T54,2,9,1,N,,,,,
A,2021,MH,POPCNT,_T,M,Y25T54,1,9,140,N,,,,,
A,2021,TO,POPCNT,_T,M,Y25T54,1,9,6449,N,,,,,
A,2021,MH,POPCNT,_T,M,Y25T54,2,9,2,N,,,,,
A,2021,TO,POPCNT,_T,M,Y25T54,2,9,125,N,,,,,
A,2017,TV,POPCNT,_T,F,Y55T64,1,2,50,N,,,,,
A,2017,TV,POPCNT,_T,F,Y55T64,2,2,13,N,,,,,
A,2019,KI,POPCNT,_T,F,Y55T64,1,2,112,N,,,,,
A,2019,MH,POPCNT,_T,F,Y55T64,1,2,11,N,,,,,
A,2019,VU,POPCNT,_T,F,Y55T64,1,2,1282,N,,,,,
A,2019,KI,POPCNT,_T,F,Y55T64,2,2,82,N,,,,,
A,2019,MH,POPCNT,_T,F,Y55T64,2,2,11,N,,,,,
A,2019,VU,POPCNT,_T,F,Y55T64,2,2,37,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,1,2,140,N,,,,,
A,2020,PW,POPCNT,_T,F,Y55T64,1,2,18,N,,,,,
A,2020,VU,POPCNT,_T,F,Y55T64,1,2,1666,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,2,2,62,N,,,,,
A,2020,PW,POPCNT,_T,F,Y55T64,2,2,3,N,,,,,
A,2020,VU,POPCNT,_T,F,Y55T64,2,2,171,N,,,,,
A,2021,MH,POPCNT,_T,F,Y55T64,1,2,47,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,1,2,193,N,,,,,
A,2021,MH,POPCNT,_T,F,Y55T64,2,2,4,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,2,2,30,N,,,,,
A,2017,TV,POPCNT,_T,M,Y55T64,1,2,51,N,,,,,
A,2017,TV,POPCNT,_T,M,Y55T64,2,2,7,N,,,,,
A,2019,KI,POPCNT,_T,M,Y55T64,1,2,55,N,,,,,
A,2019,MH,POPCNT,_T,M,Y55T64,1,2,53,N,,,,,
A,2019,VU,POPCNT,_T,M,Y55T64,1,2,740,N,,,,,
A,2019,KI,POPCNT,_T,M,Y55T64,2,2,17,N,,,,,
A,2019,MH,POPCNT,_T,M,Y55T64,2,2,67,N,,,,,
A,2019,VU,POPCNT,_T,M,Y55T64,2,2,104,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,1,2,92,N,,,,,
A,2020,PW,POPCNT,_T,M,Y55T64,1,2,20,N,,,,,
A,2020,VU,POPCNT,_T,M,Y55T64,1,2,1171,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,2,2,46,N,,,,,
A,2020,PW,POPCNT,_T,M,Y55T64,2,2,2,N,,,,,
A,2020,VU,POPCNT,_T,M,Y55T64,2,2,107,N,,,,,
A,2021,MH,POPCNT,_T,M,Y55T64,1,2,59,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,1,2,207,N,,,,,
A,2021,MH,POPCNT,_T,M,Y55T64,2,2,4,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,2,2,62,N,,,,,
A,2017,TV,POPCNT,_T,F,Y55T64,1,1,8,N,,,,,
A,2017,TV,POPCNT,_T,F,Y55T64,2,1,1,N,,,,,
A,2019,KI,POPCNT,_T,F,Y55T64,1,1,649,N,,,,,
A,2019,MH,POPCNT,_T,F,Y55T64,1,1,59,N,,,,,
A,2019,VU,POPCNT,_T,F,Y55T64,1,1,4586,N,,,,,
A,2019,KI,POPCNT,_T,F,Y55T64,2,1,156,N,,,,,
A,2019,MH,POPCNT,_T,F,Y55T64,2,1,24,N,,,,,
A,2019,VU,POPCNT,_T,F,Y55T64,2,1,241,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,1,1,697,N,,,,,
A,2020,PW,POPCNT,_T,F,Y55T64,1,1,18,N,,,,,
A,2020,VU,POPCNT,_T,F,Y55T64,1,1,3620,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,2,1,174,N,,,,,
A,2020,PW,POPCNT,_T,F,Y55T64,2,1,4,N,,,,,
A,2020,VU,POPCNT,_T,F,Y55T64,2,1,443,N,,,,,
A,2021,MH,POPCNT,_T,F,Y55T64,1,1,37,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,1,1,350,N,,,,,
A,2021,MH,POPCNT,_T,F,Y55T64,2,1,4,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,2,1,65,N,,,,,
A,2017,TV,POPCNT,_T,M,Y55T64,1,1,2,N,,,,,
A,2019,KI,POPCNT,_T,M,Y55T64,1,1,477,N,,,,,
A,2019,MH,POPCNT,_T,M,Y55T64,1,1,104,N,,,,,
A,2019,VU,POPCNT,_T,M,Y55T64,1,1,4667,N,,,,,
A,2019,KI,POPCNT,_T,M,Y55T64,2,1,68,N,,,,,
A,2019,VU,POPCNT,_T,M,Y55T64,2,1,273,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,1,1,481,N,,,,,
A,2020,PW,POPCNT,_T,M,Y55T64,1,1,34,N,,,,,
A,2020,VU,POPCNT,_T,M,Y55T64,1,1,3465,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,2,1,92,N,,,,,
A,2020,PW,POPCNT,_T,M,Y55T64,2,1,3,N,,,,,
A,2020,VU,POPCNT,_T,M,Y55T64,2,1,315,N,,,,,
A,2021,MH,POPCNT,_T,M,Y55T64,1,1,26,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,1,1,377,N,,,,,
A,2021,MH,POPCNT,_T,M,Y55T64,2,1,3,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,2,1,58,N,,,,,
A,2017,TV,POPCNT,_T,F,Y55T64,1,2,190,N,,,,,
A,2017,TV,POPCNT,_T,F,Y55T64,2,2,7,N,,,,,
A,2019,KI,POPCNT,_T,F,Y55T64,1,2,1949,N,,,,,
A,2019,MH,POPCNT,_T,F,Y55T64,1,2,970,N,,,,,
A,2019,VU,POPCNT,_T,F,Y55T64,1,2,735,N,,,,,
A,2019,KI,POPCNT,_T,F,Y55T64,2,2,357,N,,,,,
A,2019,MH,POPCNT,_T,F,Y55T64,2,2,94,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,1,2,1874,N,,,,,
A,2020,PW,POPCNT,_T,F,Y55T64,1,2,23,N,,,,,
A,2020,VU,POPCNT,_T,F,Y55T64,1,2,1260,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,2,2,305,N,,,,,
A,2020,PW,POPCNT,_T,F,Y55T64,2,2,1,N,,,,,
A,2020,VU,POPCNT,_T,F,Y55T64,2,2,116,N,,,,,
A,2021,MH,POPCNT,_T,F,Y55T64,1,2,314,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,1,2,1662,N,,,,,
A,2021,MH,POPCNT,_T,F,Y55T64,2,2,42,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,2,2,216,N,,,,,
A,2017,TV,POPCNT,_T,M,Y55T64,1,2,159,N,,,,,
A,2017,TV,POPCNT,_T,M,Y55T64,2,2,3,N,,,,,
A,2019,KI,POPCNT,_T,M,Y55T64,1,2,1862,N,,,,,
A,2019,MH,POPCNT,_T,M,Y55T64,1,2,665,N,,,,,
A,2019,VU,POPCNT,_T,M,Y55T64,1,2,1247,N,,,,,
A,2019,KI,POPCNT,_T,M,Y55T64,2,2,268,N,,,,,
A,2019,MH,POPCNT,_T,M,Y55T64,2,2,44,N,,,,,
A,2019,VU,POPCNT,_T,M,Y55T64,2,2,17,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,1,2,1506,N,,,,,
A,2020,PW,POPCNT,_T,M,Y55T64,1,2,48,N,,,,,
A,2020,VU,POPCNT,_T,M,Y55T64,1,2,1470,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,2,2,249,N,,,,,
A,2020,PW,POPCNT,_T,M,Y55T64,2,2,7,N,,,,,
A,2020,VU,POPCNT,_T,M,Y55T64,2,2,124,N,,,,,
A,2021,MH,POPCNT,_T,M,Y55T64,1,2,240,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,1,2,1304,N,,,,,
A,2021,MH,POPCNT,_T,M,Y55T64,2,2,27,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,2,2,131,N,,,,,
A,2017,TV,POPCNT,_T,F,Y55T64,1,3,21,N,,,,,
A,2017,TV,POPCNT,_T,F,Y55T64,2,3,3,N,,,,,
A,2019,KI,POPCNT,_T,F,Y55T64,1,3,374,N,,,,,
A,2019,MH,POPCNT,_T,F,Y55T64,1,3,911,N,,,,,
A,2019,VU,POPCNT,_T,F,Y55T64,1,3,339,N,,,,,
A,2019,KI,POPCNT,_T,F,Y55T64,2,3,16,N,,,,,
A,2019,MH,POPCNT,_T,F,Y55T64,2,3,55,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,1,3,322,N,,,,,
A,2020,PW,POPCNT,_T,F,Y55T64,1,3,606,N,,,,,
A,2020,VU,POPCNT,_T,F,Y55T64,1,3,296,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,2,3,52,N,,,,,
A,2020,PW,POPCNT,_T,F,Y55T64,2,3,19,N,,,,,
A,2020,VU,POPCNT,_T,F,Y55T64,2,3,23,N,,,,,
A,2021,MH,POPCNT,_T,F,Y55T64,1,3,347,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,1,3,1870,N,,,,,
A,2021,MH,POPCNT,_T,F,Y55T64,2,3,24,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,2,3,171,N,,,,,
A,2017,TV,POPCNT,_T,M,Y55T64,1,3,18,N,,,,,
A,2019,KI,POPCNT,_T,M,Y55T64,1,3,415,N,,,,,
A,2019,MH,POPCNT,_T,M,Y55T64,1,3,977,N,,,,,
A,2019,VU,POPCNT,_T,M,Y55T64,1,3,401,N,,,,,
A,2019,KI,POPCNT,_T,M,Y55T64,2,3,37,N,,,,,
A,2019,MH,POPCNT,_T,M,Y55T64,2,3,57,N,,,,,
A,2019,VU,POPCNT,_T,M,Y55T64,2,3,18,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,1,3,347,N,,,,,
A,2020,PW,POPCNT,_T,M,Y55T64,1,3,678,N,,,,,
A,2020,VU,POPCNT,_T,M,Y55T64,1,3,511,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,2,3,46,N,,,,,
A,2020,PW,POPCNT,_T,M,Y55T64,2,3,35,N,,,,,
A,2020,VU,POPCNT,_T,M,Y55T64,2,3,26,N,,,,,
A,2021,MH,POPCNT,_T,M,Y55T64,1,3,377,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,1,3,1848,N,,,,,
A,2021,MH,POPCNT,_T,M,Y55T64,2,3,29,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,2,3,127,N,,,,,
A,2017,TV,POPCNT,_T,F,Y55T64,1,4,7,N,,,,,
A,2019,VU,POPCNT,_T,F,Y55T64,1,4,50,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,1,4,47,N,,,,,
A,2020,PW,POPCNT,_T,F,Y55T64,1,4,35,N,,,,,
A,2020,PW,POPCNT,_T,F,Y55T64,2,4,2,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,1,4,146,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,2,4,15,N,,,,,
A,2017,TV,POPCNT,_T,M,Y55T64,1,4,16,N,,,,,
A,2019,VU,POPCNT,_T,M,Y55T64,1,4,72,N,,,,,
A,2019,VU,POPCNT,_T,M,Y55T64,2,4,24,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,1,4,34,N,,,,,
A,2020,PW,POPCNT,_T,M,Y55T64,1,4,80,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,2,4,1,N,,,,,
A,2020,PW,POPCNT,_T,M,Y55T64,2,4,2,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,1,4,121,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,2,4,4,N,,,,,
A,2017,TV,POPCNT,_T,F,Y55T64,1,6,25,N,,,,,
A,2019,KI,POPCNT,_T,F,Y55T64,1,6,75,N,,,,,
A,2019,MH,POPCNT,_T,F,Y55T64,1,6,288,N,,,,,
A,2019,VU,POPCNT,_T,F,Y55T64,1,6,61,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,1,6,75,N,,,,,
A,2020,PW,POPCNT,_T,F,Y55T64,1,6,355,N,,,,,
A,2020,VU,POPCNT,_T,F,Y55T64,1,6,231,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,2,6,11,N,,,,,
A,2020,PW,POPCNT,_T,F,Y55T64,2,6,10,N,,,,,
A,2020,VU,POPCNT,_T,F,Y55T64,2,6,19,N,,,,,
A,2021,MH,POPCNT,_T,F,Y55T64,1,6,136,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,1,6,758,N,,,,,
A,2021,MH,POPCNT,_T,F,Y55T64,2,6,8,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,2,6,46,N,,,,,
A,2017,TV,POPCNT,_T,M,Y55T64,1,6,35,N,,,,,
A,2019,KI,POPCNT,_T,M,Y55T64,1,6,65,N,,,,,
A,2019,MH,POPCNT,_T,M,Y55T64,1,6,523,N,,,,,
A,2019,VU,POPCNT,_T,M,Y55T64,1,6,356,N,,,,,
A,2019,KI,POPCNT,_T,M,Y55T64,2,6,15,N,,,,,
A,2019,MH,POPCNT,_T,M,Y55T64,2,6,1,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,1,6,124,N,,,,,
A,2020,PW,POPCNT,_T,M,Y55T64,1,6,294,N,,,,,
A,2020,VU,POPCNT,_T,M,Y55T64,1,6,465,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,2,6,13,N,,,,,
A,2020,PW,POPCNT,_T,M,Y55T64,2,6,8,N,,,,,
A,2020,VU,POPCNT,_T,M,Y55T64,2,6,41,N,,,,,
A,2021,MH,POPCNT,_T,M,Y55T64,1,6,182,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,1,6,976,N,,,,,
A,2021,MH,POPCNT,_T,M,Y55T64,2,6,9,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,2,6,45,N,,,,,
A,2017,TV,POPCNT,_T,F,Y55T64,1,9,159,N,,,,,
A,2017,TV,POPCNT,_T,F,Y55T64,2,9,10,N,,,,,
A,2019,KI,POPCNT,_T,F,Y55T64,1,9,64,N,,,,,
A,2019,MH,POPCNT,_T,F,Y55T64,1,9,25,N,,,,,
A,2019,VU,POPCNT,_T,F,Y55T64,1,9,14,N,,,,,
A,2019,KI,POPCNT,_T,F,Y55T64,2,9,10,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,1,9,72,N,,,,,
A,2020,VU,POPCNT,_T,F,Y55T64,1,9,14,N,,,,,
A,2020,KI,POPCNT,_T,F,Y55T64,2,9,6,N,,,,,
A,2020,VU,POPCNT,_T,F,Y55T64,2,9,3,N,,,,,
A,2021,MH,POPCNT,_T,F,Y55T64,1,9,20,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,1,9,1374,N,,,,,
A,2021,MH,POPCNT,_T,F,Y55T64,2,9,1,N,,,,,
A,2021,TO,POPCNT,_T,F,Y55T64,2,9,108,N,,,,,
A,2017,TV,POPCNT,_T,M,Y55T64,1,9,123,N,,,,,
A,2017,TV,POPCNT,_T,M,Y55T64,2,9,5,N,,,,,
A,2019,KI,POPCNT,_T,M,Y55T64,1,9,31,N,,,,,
A,2019,MH,POPCNT,_T,M,Y55T64,1,9,36,N,,,,,
A,2019,VU,POPCNT,_T,M,Y55T64,1,9,23,N,,,,,
A,2019,KI,POPCNT,_T,M,Y55T64,2,9,3,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,1,9,75,N,,,,,
A,2020,VU,POPCNT,_T,M,Y55T64,1,9,21,N,,,,,
A,2020,KI,POPCNT,_T,M,Y55T64,2,9,12,N,,,,,
A,2020,VU,POPCNT,_T,M,Y55T64,2,9,4,N,,,,,
A,2021,MH,POPCNT,_T,M,Y55T64,1,9,34,N,,,,,
A,2021,TO,POPCNT,_T,M,Y55T64,1,9,1324,N,,,,,
