FREQ,TIME_PERIOD,GEO_PICT,INDICATOR,URBANISATION,SEX,AGE,DISABILITY,EDUCATION,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,DATASOURCE,OBS_STATUS,OBS_COMMENT,CONF_STATUS
A,2019,VU,POPCNT,R,_T,_T,1,6,1416,N,,,,,
A,2019,VU,POPCNT,U,_T,_T,1,6,3132,N,,,,,
A,2019,VU,POPCNT,_T,_T,_T,1,6,4548,N,,,,,
A,2019,VU,POPCNT,R,_T,_T,1,9,587,N,,,,,
A,2019,VU,POPCNT,U,_T,_T,1,9,282,N,,,,,
A,2019,VU,POPCNT,_T,_T,_T,1,9,868,N,,,,,
A,2019,VU,POPCNT,_T,_T,_T,1,_T,126937,N,,,,,
A,2020,VU,POPCNT,R,_T,_T,1,2,15368,N,,,,,
A,2020,VU,POPCNT,U,_T,_T,1,2,2609,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,1,2,17977,N,,,,,
A,2020,VU,POPCNT,R,_T,_T,1,1,42416,N,,,,,
A,2020,VU,POPCNT,U,_T,_T,1,1,7797,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,1,1,50213,N,,,,,
A,2020,VU,POPCNT,R,_T,_T,1,2,21708,N,,,,,
A,2020,VU,POPCNT,U,_T,_T,1,2,8424,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,1,2,30132,N,,,,,
A,2020,VU,POPCNT,R,_T,_T,1,3,8838,N,,,,,
A,2020,VU,POPCNT,U,_T,_T,1,3,7393,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,1,3,16231,N,,,,,
A,2020,VU,POPCNT,R,_T,_T,1,6,2864,N,,,,,
A,2020,VU,POPCNT,U,_T,_T,1,6,3701,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,1,6,6564,N,,,,,
A,2020,VU,POPCNT,R,_T,_T,1,9,166,N,,,,,
A,2020,VU,POPCNT,U,_T,_T,1,9,121,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,1,9,288,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,1,_T,121405,N,,,,,
A,2019,VU,POPCNT,R,_T,_T,2,2,1018,N,,,,,
A,2019,VU,POPCNT,U,_T,_T,2,2,46,N,,,,,
A,2019,VU,POPCNT,_T,_T,_T,2,2,1064,N,,,,,
A,2019,VU,POPCNT,R,_T,_T,2,1,1836,N,,,,,
A,2019,VU,POPCNT,U,_T,_T,2,1,438,N,,,,,
A,2019,VU,POPCNT,_T,_T,_T,2,1,2274,N,,,,,
A,2019,VU,POPCNT,R,_T,_T,2,2,156,N,,,,,
A,2019,VU,POPCNT,U,_T,_T,2,2,95,N,,,,,
A,2019,VU,POPCNT,_T,_T,_T,2,2,251,N,,,,,
A,2019,VU,POPCNT,R,_T,_T,2,3,64,N,,,,,
A,2019,VU,POPCNT,U,_T,_T,2,3,40,N,,,,,
A,2019,VU,POPCNT,_T,_T,_T,2,3,104,N,,,,,
A,2019,VU,POPCNT,R,_T,_T,2,4,19,N,,,,,
A,2019,VU,POPCNT,U,_T,_T,2,4,49,N,,,,,
A,2019,VU,POPCNT,_T,_T,_T,2,4,68,N,,,,,
A,2019,VU,POPCNT,R,_T,_T,2,6,30,N,,,,,
A,2019,VU,POPCNT,_T,_T,_T,2,6,30,N,,,,,
A,2019,VU,POPCNT,R,_T,_T,2,9,37,N,,,,,
A,2019,VU,POPCNT,U,_T,_T,2,9,10,N,,,,,
A,2019,VU,POPCNT,_T,_T,_T,2,9,47,N,,,,,
A,2019,VU,POPCNT,_T,_T,_T,2,_T,3839,N,,,,,
A,2020,VU,POPCNT,R,_T,_T,2,2,1924,N,,,,,
A,2020,VU,POPCNT,U,_T,_T,2,2,234,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,2,2,2158,N,,,,,
A,2020,VU,POPCNT,R,_T,_T,2,1,2704,N,,,,,
A,2020,VU,POPCNT,U,_T,_T,2,1,582,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,2,1,3286,N,,,,,
A,2020,VU,POPCNT,R,_T,_T,2,2,643,N,,,,,
A,2020,VU,POPCNT,U,_T,_T,2,2,307,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,2,2,950,N,,,,,
A,2020,VU,POPCNT,R,_T,_T,2,3,191,N,,,,,
A,2020,VU,POPCNT,U,_T,_T,2,3,142,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,2,3,333,N,,,,,
A,2020,VU,POPCNT,R,_T,_T,2,6,133,N,,,,,
A,2020,VU,POPCNT,U,_T,_T,2,6,126,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,2,6,258,N,,,,,
A,2020,VU,POPCNT,R,_T,_T,2,9,28,N,,,,,
A,2020,VU,POPCNT,U,_T,_T,2,9,8,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,2,9,36,N,,,,,
A,2020,VU,POPCNT,_T,_T,_T,2,_T,7023,N,,,,,
A,2017,TV,POPCNT,R,F,Y25T54,_T,2,87,N,,,,,
A,2019,KI,POPCNT,R,F,Y25T54,_T,2,255,N,,,,,
A,2019,MH,POPCNT,R,F,Y25T54,_T,2,32,N,,,,,
A,2019,VU,POPCNT,R,F,Y25T54,_T,2,3564,N,,,,,
A,2020,KI,POPCNT,R,F,Y25T54,_T,2,157,N,,,,,
A,2020,PW,POPCNT,R,F,Y25T54,_T,2,9,N,,,,,
A,2020,VU,POPCNT,R,F,Y25T54,_T,2,5848,N,,,,,
A,2021,TO,POPCNT,R,F,Y25T54,_T,2,637,N,,,,,
A,2017,TV,POPCNT,R,F,Y25T54,_T,1,5,N,,,,,
A,2019,KI,POPCNT,R,F,Y25T54,_T,1,751,N,,,,,
A,2019,MH,POPCNT,R,F,Y25T54,_T,1,84,N,,,,,
A,2019,VU,POPCNT,R,F,Y25T54,_T,1,20969,N,,,,,
A,2020,KI,POPCNT,R,F,Y25T54,_T,1,735,N,,,,,
A,2020,PW,POPCNT,R,F,Y25T54,_T,1,4,N,,,,,
A,2020,VU,POPCNT,R,F,Y25T54,_T,1,16936,N,,,,,
A,2021,TO,POPCNT,R,F,Y25T54,_T,1,394,N,,,,,
A,2017,TV,POPCNT,R,F,Y25T54,_T,2,213,N,,,,,
A,2019,KI,POPCNT,R,F,Y25T54,_T,2,4456,N,,,,,
A,2019,MH,POPCNT,R,F,Y25T54,_T,2,1432,N,,,,,
A,2019,VU,POPCNT,R,F,Y25T54,_T,2,6510,N,,,,,
A,2020,KI,POPCNT,R,F,Y25T54,_T,2,3419,N,,,,,
A,2020,PW,POPCNT,R,F,Y25T54,_T,2,18,N,,,,,
A,2020,VU,POPCNT,R,F,Y25T54,_T,2,10012,N,,,,,
A,2021,TO,POPCNT,R,F,Y25T54,_T,2,3827,N,,,,,
A,2017,TV,POPCNT,R,F,Y25T54,_T,3,83,N,,,,,
A,2019,KI,POPCNT,R,F,Y25T54,_T,3,3782,N,,,,,
A,2019,MH,POPCNT,R,F,Y25T54,_T,3,1005,N,,,,,
A,2019,VU,POPCNT,R,F,Y25T54,_T,3,3594,N,,,,,
A,2020,KI,POPCNT,R,F,Y25T54,_T,3,3695,N,,,,,
A,2020,PW,POPCNT,R,F,Y25T54,_T,3,408,N,,,,,
A,2020,VU,POPCNT,R,F,Y25T54,_T,3,4083,N,,,,,
A,2021,TO,POPCNT,R,F,Y25T54,_T,3,10368,N,,,,,
A,2017,TV,POPCNT,R,F,Y25T54,_T,4,18,N,,,,,
A,2019,VU,POPCNT,R,F,Y25T54,_T,4,490,N,,,,,
A,2020,KI,POPCNT,R,F,Y25T54,_T,4,138,N,,,,,
A,2020,PW,POPCNT,R,F,Y25T54,_T,4,6,N,,,,,
A,2021,TO,POPCNT,R,F,Y25T54,_T,4,777,N,,,,,
A,2017,TV,POPCNT,R,F,Y25T54,_T,6,60,N,,,,,
A,2019,KI,POPCNT,R,F,Y25T54,_T,6,236,N,,,,,
A,2019,MH,POPCNT,R,F,Y25T54,_T,6,154,N,,,,,
A,2019,VU,POPCNT,R,F,Y25T54,_T,6,474,N,,,,,
A,2020,KI,POPCNT,R,F,Y25T54,_T,6,190,N,,,,,
A,2020,PW,POPCNT,R,F,Y25T54,_T,6,192,N,,,,,
A,2020,VU,POPCNT,R,F,Y25T54,_T,6,1028,N,,,,,
A,2021,TO,POPCNT,R,F,Y25T54,_T,6,5817,N,,,,,
A,2017,TV,POPCNT,R,F,Y25T54,_T,9,104,N,,,,,
A,2019,KI,POPCNT,R,F,Y25T54,_T,9,55,N,,,,,
A,2019,MH,POPCNT,R,F,Y25T54,_T,9,5,N,,,,,
A,2019,VU,POPCNT,R,F,Y25T54,_T,9,325,N,,,,,
A,2020,KI,POPCNT,R,F,Y25T54,_T,9,109,N,,,,,
A,2020,VU,POPCNT,R,F,Y25T54,_T,9,45,N,,,,,
A,2021,TO,POPCNT,R,F,Y25T54,_T,9,5823,N,,,,,
A,2017,TV,POPCNT,U,F,Y25T54,_T,2,25,N,,,,,
A,2019,KI,POPCNT,U,F,Y25T54,_T,2,139,N,,,,,
A,2019,MH,POPCNT,U,F,Y25T54,_T,2,78,N,,,,,
A,2019,VU,POPCNT,U,F,Y25T54,_T,2,130,N,,,,,
A,2020,KI,POPCNT,U,F,Y25T54,_T,2,227,N,,,,,
A,2020,PW,POPCNT,U,F,Y25T54,_T,2,26,N,,,,,
A,2020,VU,POPCNT,U,F,Y25T54,_T,2,1033,N,,,,,
A,2021,MH,POPCNT,U,F,Y25T54,_T,2,232,N,,,,,
A,2021,TO,POPCNT,U,F,Y25T54,_T,2,217,N,,,,,
A,2017,TV,POPCNT,U,F,Y25T54,_T,1,2,N,,,,,
A,2019,KI,POPCNT,U,F,Y25T54,_T,1,683,N,,,,,
A,2019,MH,POPCNT,U,F,Y25T54,_T,1,232,N,,,,,
A,2019,VU,POPCNT,U,F,Y25T54,_T,1,5227,N,,,,,
A,2020,KI,POPCNT,U,F,Y25T54,_T,1,715,N,,,,,
A,2020,PW,POPCNT,U,F,Y25T54,_T,1,16,N,,,,,
A,2020,VU,POPCNT,U,F,Y25T54,_T,1,3154,N,,,,,
A,2021,MH,POPCNT,U,F,Y25T54,_T,1,185,N,,,,,
A,2021,TO,POPCNT,U,F,Y25T54,_T,1,90,N,,,,,
A,2017,TV,POPCNT,U,F,Y25T54,_T,2,314,N,,,,,
A,2019,KI,POPCNT,U,F,Y25T54,_T,2,3491,N,,,,,
A,2019,MH,POPCNT,U,F,Y25T54,_T,2,1944,N,,,,,
A,2019,VU,POPCNT,U,F,Y25T54,_T,2,4255,N,,,,,
A,2020,KI,POPCNT,U,F,Y25T54,_T,2,3747,N,,,,,
A,2020,PW,POPCNT,U,F,Y25T54,_T,2,21,N,,,,,
A,2020,VU,POPCNT,U,F,Y25T54,_T,2,4042,N,,,,,
A,2021,MH,POPCNT,U,F,Y25T54,_T,2,1687,N,,,,,
A,2021,TO,POPCNT,U,F,Y25T54,_T,2,738,N,,,,,
A,2017,TV,POPCNT,U,F,Y25T54,_T,3,188,N,,,,,
A,2019,KI,POPCNT,U,F,Y25T54,_T,3,7063,N,,,,,
A,2019,MH,POPCNT,U,F,Y25T54,_T,3,4956,N,,,,,
A,2019,VU,POPCNT,U,F,Y25T54,_T,3,3702,N,,,,,
A,2020,KI,POPCNT,U,F,Y25T54,_T,3,7423,N,,,,,
A,2020,PW,POPCNT,U,F,Y25T54,_T,3,1476,N,,,,,
A,2020,VU,POPCNT,U,F,Y25T54,_T,3,3589,N,,,,,
A,2021,MH,POPCNT,U,F,Y25T54,_T,3,2580,N,,,,,
A,2021,TO,POPCNT,U,F,Y25T54,_T,3,2618,N,,,,,
A,2017,TV,POPCNT,U,F,Y25T54,_T,4,15,N,,,,,
A,2019,VU,POPCNT,U,F,Y25T54,_T,4,783,N,,,,,
A,2020,KI,POPCNT,U,F,Y25T54,_T,4,294,N,,,,,
A,2020,PW,POPCNT,U,F,Y25T54,_T,4,93,N,,,,,
A,2021,TO,POPCNT,U,F,Y25T54,_T,4,378,N,,,,,
A,2017,TV,POPCNT,U,F,Y25T54,_T,6,164,N,,,,,
A,2019,KI,POPCNT,U,F,Y25T54,_T,6,916,N,,,,,
A,2019,MH,POPCNT,U,F,Y25T54,_T,6,1518,N,,,,,
A,2019,VU,POPCNT,U,F,Y25T54,_T,6,1231,N,,,,,
A,2020,KI,POPCNT,U,F,Y25T54,_T,6,696,N,,,,,
A,2020,PW,POPCNT,U,F,Y25T54,_T,6,1293,N,,,,,
A,2020,VU,POPCNT,U,F,Y25T54,_T,6,1374,N,,,,,
A,2021,MH,POPCNT,U,F,Y25T54,_T,6,1194,N,,,,,
A,2021,TO,POPCNT,U,F,Y25T54,_T,6,2522,N,,,,,
A,2017,TV,POPCNT,U,F,Y25T54,_T,9,379,N,,,,,
A,2019,KI,POPCNT,U,F,Y25T54,_T,9,69,N,,,,,
A,2019,MH,POPCNT,U,F,Y25T54,_T,9,58,N,,,,,
A,2019,VU,POPCNT,U,F,Y25T54,_T,9,119,N,,,,,
A,2020,KI,POPCNT,U,F,Y25T54,_T,9,252,N,,,,,
A,2020,VU,POPCNT,U,F,Y25T54,_T,9,39,N,,,,,
A,2021,MH,POPCNT,U,F,Y25T54,_T,9,112,N,,,,,
A,2021,TO,POPCNT,U,F,Y25T54,_T,9,1496,N,,,,,
A,2017,TV,POPCNT,R,F,Y55T64,_T,2,47,N,,,,,
A,2019,KI,POPCNT,R,F,Y55T64,_T,2,114,N,,,,,
A,2019,VU,POPCNT,R,F,Y55T64,_T,2,1216,N,,,,,
A,2020,KI,POPCNT,R,F,Y55T64,_T,2,89,N,,,,,
A,2020,PW,POPCNT,R,F,Y55T64,_T,2,8,N,,,,,
A,2020,VU,POPCNT,R,F,Y55T64,_T,2,1633,N,,,,,
A,2021,TO,POPCNT,R,F,Y55T64,_T,2,160,N,,,,,
A,2017,TV,POPCNT,R,F,Y55T64,_T,1,8,N,,,,,
A,2019,KI,POPCNT,R,F,Y55T64,_T,1,524,N,,,,,
A,2019,MH,POPCNT,R,F,Y55T64,_T,1,69,N,,,,,
A,2019,VU,POPCNT,R,F,Y55T64,_T,1,3608,N,,,,,
A,2020,KI,POPCNT,R,F,Y55T64,_T,1,441,N,,,,,
A,2020,PW,POPCNT,R,F,Y55T64,_T,1,6,N,,,,,
A,2020,VU,POPCNT,R,F,Y55T64,_T,1,3259,N,,,,,
A,2021,TO,POPCNT,R,F,Y55T64,_T,1,329,N,,,,,
A,2017,TV,POPCNT,R,F,Y55T64,_T,2,90,N,,,,,
A,2019,KI,POPCNT,R,F,Y55T64,_T,2,1078,N,,,,,
A,2019,MH,POPCNT,R,F,Y55T64,_T,2,254,N,,,,,
A,2019,VU,POPCNT,R,F,Y55T64,_T,2,362,N,,,,,
A,2020,KI,POPCNT,R,F,Y55T64,_T,2,897,N,,,,,
A,2020,PW,POPCNT,R,F,Y55T64,_T,2,14,N,,,,,
A,2020,VU,POPCNT,R,F,Y55T64,_T,2,927,N,,,,,
A,2021,TO,POPCNT,R,F,Y55T64,_T,2,1557,N,,,,,
A,2017,TV,POPCNT,R,F,Y55T64,_T,3,6,N,,,,,
A,2019,KI,POPCNT,R,F,Y55T64,_T,3,76,N,,,,,
A,2019,MH,POPCNT,R,F,Y55T64,_T,3,196,N,,,,,
A,2019,VU,POPCNT,R,F,Y55T64,_T,3,121,N,,,,,
A,2020,KI,POPCNT,R,F,Y55T64,_T,3,93,N,,,,,
A,2020,PW,POPCNT,R,F,Y55T64,_T,3,169,N,,,,,
A,2020,VU,POPCNT,R,F,Y55T64,_T,3,134,N,,,,,
A,2021,TO,POPCNT,R,F,Y55T64,_T,3,1563,N,,,,,
A,2017,TV,POPCNT,R,F,Y55T64,_T,4,2,N,,,,,
A,2019,VU,POPCNT,R,F,Y55T64,_T,4,18,N,,,,,
A,2020,KI,POPCNT,R,F,Y55T64,_T,4,11,N,,,,,
A,2020,PW,POPCNT,R,F,Y55T64,_T,4,4,N,,,,,
A,2021,TO,POPCNT,R,F,Y55T64,_T,4,109,N,,,,,
A,2017,TV,POPCNT,R,F,Y55T64,_T,6,6,N,,,,,
A,2019,KI,POPCNT,R,F,Y55T64,_T,6,1,N,,,,,
A,2019,MH,POPCNT,R,F,Y55T64,_T,6,10,N,,,,,
A,2019,VU,POPCNT,R,F,Y55T64,_T,6,30,N,,,,,
A,2020,KI,POPCNT,R,F,Y55T64,_T,6,16,N,,,,,
A,2020,PW,POPCNT,R,F,Y55T64,_T,6,68,N,,,,,
A,2020,VU,POPCNT,R,F,Y55T64,_T,6,99,N,,,,,
A,2021,TO,POPCNT,R,F,Y55T64,_T,6,507,N,,,,,
A,2017,TV,POPCNT,R,F,Y55T64,_T,9,51,N,,,,,
A,2019,KI,POPCNT,R,F,Y55T64,_T,9,63,N,,,,,
A,2019,VU,POPCNT,R,F,Y55T64,_T,9,14,N,,,,,
A,2020,KI,POPCNT,R,F,Y55T64,_T,9,24,N,,,,,
A,2020,VU,POPCNT,R,F,Y55T64,_T,9,10,N,,,,,
A,2021,TO,POPCNT,R,F,Y55T64,_T,9,1119,N,,,,,
A,2017,TV,POPCNT,U,F,Y55T64,_T,2,16,N,,,,,
A,2019,KI,POPCNT,U,F,Y55T64,_T,2,80,N,,,,,
A,2019,MH,POPCNT,U,F,Y55T64,_T,2,22,N,,,,,
A,2019,VU,POPCNT,U,F,Y55T64,_T,2,103,N,,,,,
A,2020,KI,POPCNT,U,F,Y55T64,_T,2,113,N,,,,,
A,2020,PW,POPCNT,U,F,Y55T64,_T,2,13,N,,,,,
A,2020,VU,POPCNT,U,F,Y55T64,_T,2,204,N,,,,,
A,2021,MH,POPCNT,U,F,Y55T64,_T,2,51,N,,,,,
A,2021,TO,POPCNT,U,F,Y55T64,_T,2,62,N,,,,,
A,2017,TV,POPCNT,U,F,Y55T64,_T,1,1,N,,,,,
A,2019,KI,POPCNT,U,F,Y55T64,_T,1,281,N,,,,,
A,2019,MH,POPCNT,U,F,Y55T64,_T,1,13,N,,,,,
A,2019,VU,POPCNT,U,F,Y55T64,_T,1,1219,N,,,,,
A,2020,KI,POPCNT,U,F,Y55T64,_T,1,430,N,,,,,
A,2020,PW,POPCNT,U,F,Y55T64,_T,1,16,N,,,,,
A,2020,VU,POPCNT,U,F,Y55T64,_T,1,804,N,,,,,
A,2021,MH,POPCNT,U,F,Y55T64,_T,1,41,N,,,,,
A,2021,TO,POPCNT,U,F,Y55T64,_T,1,86,N,,,,,
A,2017,TV,POPCNT,U,F,Y55T64,_T,2,107,N,,,,,
A,2019,KI,POPCNT,U,F,Y55T64,_T,2,1229,N,,,,,
A,2019,MH,POPCNT,U,F,Y55T64,_T,2,810,N,,,,,
A,2019,VU,POPCNT,U,F,Y55T64,_T,2,373,N,,,,,
A,2020,KI,POPCNT,U,F,Y55T64,_T,2,1282,N,,,,,
A,2020,PW,POPCNT,U,F,Y55T64,_T,2,10,N,,,,,
A,2020,VU,POPCNT,U,F,Y55T64,_T,2,450,N,,,,,
A,2021,MH,POPCNT,U,F,Y55T64,_T,2,356,N,,,,,
A,2021,TO,POPCNT,U,F,Y55T64,_T,2,321,N,,,,,
A,2017,TV,POPCNT,U,F,Y55T64,_T,3,18,N,,,,,
A,2019,KI,POPCNT,U,F,Y55T64,_T,3,315,N,,,,,
A,2019,MH,POPCNT,U,F,Y55T64,_T,3,770,N,,,,,
A,2019,VU,POPCNT,U,F,Y55T64,_T,3,218,N,,,,,
A,2020,KI,POPCNT,U,F,Y55T64,_T,3,281,N,,,,,
A,2020,PW,POPCNT,U,F,Y55T64,_T,3,456,N,,,,,
A,2020,VU,POPCNT,U,F,Y55T64,_T,3,184,N,,,,,
A,2021,MH,POPCNT,U,F,Y55T64,_T,3,371,N,,,,,
A,2021,TO,POPCNT,U,F,Y55T64,_T,3,478,N,,,,,
A,2017,TV,POPCNT,U,F,Y55T64,_T,4,5,N,,,,,
A,2019,VU,POPCNT,U,F,Y55T64,_T,4,32,N,,,,,
A,2020,KI,POPCNT,U,F,Y55T64,_T,4,36,N,,,,,
A,2020,PW,POPCNT,U,F,Y55T64,_T,4,33,N,,,,,
A,2021,TO,POPCNT,U,F,Y55T64,_T,4,52,N,,,,,
A,2017,TV,POPCNT,U,F,Y55T64,_T,6,19,N,,,,,
A,2019,KI,POPCNT,U,F,Y55T64,_T,6,75,N,,,,,
A,2019,MH,POPCNT,U,F,Y55T64,_T,6,277,N,,,,,
A,2019,VU,POPCNT,U,F,Y55T64,_T,6,31,N,,,,,
A,2020,KI,POPCNT,U,F,Y55T64,_T,6,70,N,,,,,
A,2020,PW,POPCNT,U,F,Y55T64,_T,6,297,N,,,,,
A,2020,VU,POPCNT,U,F,Y55T64,_T,6,150,N,,,,,
A,2021,MH,POPCNT,U,F,Y55T64,_T,6,144,N,,,,,
A,2021,TO,POPCNT,U,F,Y55T64,_T,6,297,N,,,,,
A,2017,TV,POPCNT,U,F,Y55T64,_T,9,118,N,,,,,
A,2019,KI,POPCNT,U,F,Y55T64,_T,9,11,N,,,,,
A,2019,MH,POPCNT,U,F,Y55T64,_T,9,25,N,,,,,
A,2020,KI,POPCNT,U,F,Y55T64,_T,9,54,N,,,,,
A,2020,VU,POPCNT,U,F,Y55T64,_T,9,7,N,,,,,
A,2021,MH,POPCNT,U,F,Y55T64,_T,9,21,N,,,,,
A,2021,TO,POPCNT,U,F,Y55T64,_T,9,363,N,,,,,
A,2017,TV,POPCNT,R,F,Y65T999,_T,2,53,N,,,,,
A,2019,KI,POPCNT,R,F,Y65T999,_T,2,351,N,,,,,
A,2019,MH,POPCNT,R,F,Y65T999,_T,2,5,N,,,,,
A,2019,VU,POPCNT,R,F,Y65T999,_T,2,1559,N,,,,,
A,2020,KI,POPCNT,R,F,Y65T999,_T,2,197,N,,,,,
A,2020,PW,POPCNT,R,F,Y65T999,_T,2,15,N,,,,,
A,2020,VU,POPCNT,R,F,Y65T999,_T,2,2232,N,,,,,
A,2021,TO,POPCNT,R,F,Y65T999,_T,2,243,N,,,,,
A,2017,TV,POPCNT,R,F,Y65T999,_T,1,10,N,,,,,
A,2019,KI,POPCNT,R,F,Y65T999,_T,1,653,N,,,,,
A,2019,MH,POPCNT,R,F,Y65T999,_T,1,22,N,,,,,
A,2019,VU,POPCNT,R,F,Y65T999,_T,1,2553,N,,,,,
A,2020,KI,POPCNT,R,F,Y65T999,_T,1,507,N,,,,,
A,2020,PW,POPCNT,R,F,Y65T999,_T,1,34,N,,,,,
A,2020,VU,POPCNT,R,F,Y65T999,_T,1,2450,N,,,,,
A,2021,TO,POPCNT,R,F,Y65T999,_T,1,1104,N,,,,,
A,2017,TV,POPCNT,R,F,Y65T999,_T,2,18,N,,,,,
A,2019,KI,POPCNT,R,F,Y65T999,_T,2,376,N,,,,,
A,2019,MH,POPCNT,R,F,Y65T999,_T,2,146,N,,,,,
A,2019,VU,POPCNT,R,F,Y65T999,_T,2,83,N,,,,,
A,2020,KI,POPCNT,R,F,Y65T999,_T,2,446,N,,,,,
A,2020,PW,POPCNT,R,F,Y65T999,_T,2,19,N,,,,,
A,2020,VU,POPCNT,R,F,Y65T999,_T,2,410,N,,,,,
A,2021,TO,POPCNT,R,F,Y65T999,_T,2,1738,N,,,,,
A,2017,TV,POPCNT,R,F,Y65T999,_T,3,2,N,,,,,
A,2019,KI,POPCNT,R,F,Y65T999,_T,3,44,N,,,,,
A,2019,MH,POPCNT,R,F,Y65T999,_T,3,180,N,,,,,
A,2020,KI,POPCNT,R,F,Y65T999,_T,3,40,N,,,,,
A,2020,PW,POPCNT,R,F,Y65T999,_T,3,108,N,,,,,
A,2020,VU,POPCNT,R,F,Y65T999,_T,3,75,N,,,,,
A,2021,TO,POPCNT,R,F,Y65T999,_T,3,1290,N,,,,,
A,2017,TV,POPCNT,R,F,Y65T999,_T,4,2,N,,,,,
A,2020,KI,POPCNT,R,F,Y65T999,_T,4,4,N,,,,,
A,2020,PW,POPCNT,R,F,Y65T999,_T,4,12,N,,,,,
A,2021,TO,POPCNT,R,F,Y65T999,_T,4,33,N,,,,,
A,2017,TV,POPCNT,R,F,Y65T999,_T,6,6,N,,,,,
A,2019,KI,POPCNT,R,F,Y65T999,_T,6,4,N,,,,,
A,2019,VU,POPCNT,R,F,Y65T999,_T,6,10,N,,,,,
A,2020,KI,POPCNT,R,F,Y65T999,_T,6,2,N,,,,,
A,2020,PW,POPCNT,R,F,Y65T999,_T,6,62,N,,,,,
A,2020,VU,POPCNT,R,F,Y65T999,_T,6,57,N,,,,,
A,2021,TO,POPCNT,R,F,Y65T999,_T,6,410,N,,,,,
A,2017,TV,POPCNT,R,F,Y65T999,_T,9,75,N,,,,,
A,2019,KI,POPCNT,R,F,Y65T999,_T,9,101,N,,,,,
A,2019,MH,POPCNT,R,F,Y65T999,_T,9,3,N,,,,,
A,2019,VU,POPCNT,R,F,Y65T999,_T,9,47,N,,,,,
A,2020,KI,POPCNT,R,F,Y65T999,_T,9,39,N,,,,,
A,2020,VU,POPCNT,R,F,Y65T999,_T,9,31,N,,,,,
A,2021,TO,POPCNT,R,F,Y65T999,_T,9,1279,N,,,,,
A,2017,TV,POPCNT,U,F,Y65T999,_T,2,16,N,,,,,
A,2019,KI,POPCNT,U,F,Y65T999,_T,2,229,N,,,,,
A,2019,MH,POPCNT,U,F,Y65T999,_T,2,27,N,,,,,
A,2019,VU,POPCNT,U,F,Y65T999,_T,2,36,N,,,,,
A,2020,KI,POPCNT,U,F,Y65T999,_T,2,201,N,,,,,
A,2020,PW,POPCNT,U,F,Y65T999,_T,2,27,N,,,,,
A,2020,VU,POPCNT,U,F,Y65T999,_T,2,219,N,,,,,
A,2021,MH,POPCNT,U,F,Y65T999,_T,2,44,N,,,,,
A,2021,TO,POPCNT,U,F,Y65T999,_T,2,68,N,,,,,
A,2019,KI,POPCNT,U,F,Y65T999,_T,1,393,N,,,,,
A,2019,MH,POPCNT,U,F,Y65T999,_T,1,101,N,,,,,
A,2019,VU,POPCNT,U,F,Y65T999,_T,1,873,N,,,,,
A,2020,KI,POPCNT,U,F,Y65T999,_T,1,513,N,,,,,
A,2020,PW,POPCNT,U,F,Y65T999,_T,1,42,N,,,,,
A,2020,VU,POPCNT,U,F,Y65T999,_T,1,433,N,,,,,
A,2021,MH,POPCNT,U,F,Y65T999,_T,1,50,N,,,,,
A,2021,TO,POPCNT,U,F,Y65T999,_T,1,239,N,,,,,
A,2017,TV,POPCNT,U,F,Y65T999,_T,2,29,N,,,,,
A,2019,KI,POPCNT,U,F,Y65T999,_T,2,502,N,,,,,
A,2019,MH,POPCNT,U,F,Y65T999,_T,2,258,N,,,,,
A,2019,VU,POPCNT,U,F,Y65T999,_T,2,149,N,,,,,
A,2020,KI,POPCNT,U,F,Y65T999,_T,2,653,N,,,,,
A,2020,PW,POPCNT,U,F,Y65T999,_T,2,18,N,,,,,
A,2020,VU,POPCNT,U,F,Y65T999,_T,2,153,N,,,,,
A,2021,MH,POPCNT,U,F,Y65T999,_T,2,209,N,,,,,
A,2021,TO,POPCNT,U,F,Y65T999,_T,2,411,N,,,,,
A,2017,TV,POPCNT,U,F,Y65T999,_T,3,6,N,,,,,
A,2019,KI,POPCNT,U,F,Y65T999,_T,3,52,N,,,,,
A,2019,MH,POPCNT,U,F,Y65T999,_T,3,491,N,,,,,
A,2019,VU,POPCNT,U,F,Y65T999,_T,3,18,N,,,,,
A,2020,KI,POPCNT,U,F,Y65T999,_T,3,121,N,,,,,
A,2020,PW,POPCNT,U,F,Y65T999,_T,3,319,N,,,,,
A,2020,VU,POPCNT,U,F,Y65T999,_T,3,65,N,,,,,
A,2021,MH,POPCNT,U,F,Y65T999,_T,3,203,N,,,,,
A,2021,TO,POPCNT,U,F,Y65T999,_T,3,475,N,,,,,
